"TIME","GEO","PURCHASE","UNIT","Value","Flag and Footnotes"
"2011","Slovakia","Purchases of existing dwellings","Annual average index","93.49",""
"2011","Slovakia","Purchases of existing dwellings","Annual average rate of change","-0.8",""
"2011","Finland","Total","Annual average index","96.87",""
"2011","Finland","Total","Annual average rate of change","3.2",""
"2011","Finland","Purchases of new dwellings","Annual average index","91.41",""
"2011","Finland","Purchases of new dwellings","Annual average rate of change","4.2",""
"2011","Finland","Purchases of existing dwellings","Annual average index","99.50",""
"2011","Finland","Purchases of existing dwellings","Annual average rate of change","2.6",""
"2011","Sweden","Total","Annual average index","75.87",""
"2011","Sweden","Total","Annual average rate of change","2.6",""
"2011","Sweden","Purchases of new dwellings","Annual average index","93.87",""
"2011","Sweden","Purchases of new dwellings","Annual average rate of change","5.6",""
"2011","Sweden","Purchases of existing dwellings","Annual average index","73.26",""
"2011","Sweden","Purchases of existing dwellings","Annual average rate of change","1.9",""
"2011","United Kingdom","Total","Annual average index","84.88",""
"2011","United Kingdom","Total","Annual average rate of change","-1.5",""
"2011","United Kingdom","Purchases of new dwellings","Annual average index","85.92",""
"2011","United Kingdom","Purchases of new dwellings","Annual average rate of change","1.5",""
"2011","United Kingdom","Purchases of existing dwellings","Annual average index","84.79",""
"2011","United Kingdom","Purchases of existing dwellings","Annual average rate of change","-1.7",""
"2011","Iceland","Total","Annual average index","75.36",""
"2011","Iceland","Total","Annual average rate of change","4.6",""
"2011","Iceland","Purchases of new dwellings","Annual average index",":",""
"2011","Iceland","Purchases of new dwellings","Annual average rate of change",":",""
"2011","Iceland","Purchases of existing dwellings","Annual average index",":",""
"2011","Iceland","Purchases of existing dwellings","Annual average rate of change",":",""
"2011","Norway","Total","Annual average index","81.95",""
"2011","Norway","Total","Annual average rate of change","8.2",""
"2011","Norway","Purchases of new dwellings","Annual average index","82.53",""
"2011","Norway","Purchases of new dwellings","Annual average rate of change","8.6",""
"2011","Norway","Purchases of existing dwellings","Annual average index","81.70",""
"2011","Norway","Purchases of existing dwellings","Annual average rate of change","8.0",""
"2011","Turkey","Total","Annual average index","62.14","d"
"2011","Turkey","Total","Annual average rate of change","6.9","d"
"2011","Turkey","Purchases of new dwellings","Annual average index","62.31",""
"2011","Turkey","Purchases of new dwellings","Annual average rate of change","6.2",""
"2011","Turkey","Purchases of existing dwellings","Annual average index","62.43",""
"2011","Turkey","Purchases of existing dwellings","Annual average rate of change","7.4",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Annual average index","96.96","p"
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Annual average rate of change","-1.9","p"
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of new dwellings","Annual average index",":",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of new dwellings","Annual average rate of change",":",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of existing dwellings","Annual average index",":",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of existing dwellings","Annual average rate of change",":",""
"2012","European Union - 27 countries (from 2020)","Total","Annual average index","99.03","p"
"2012","European Union - 27 countries (from 2020)","Total","Annual average rate of change","-2.2","p"
"2012","European Union - 27 countries (from 2020)","Purchases of new dwellings","Annual average index",":",""
"2012","European Union - 27 countries (from 2020)","Purchases of new dwellings","Annual average rate of change",":",""
"2012","European Union - 27 countries (from 2020)","Purchases of existing dwellings","Annual average index",":",""
"2012","European Union - 27 countries (from 2020)","Purchases of existing dwellings","Annual average rate of change",":",""
"2012","European Union - 28 countries (2013-2020)","Total","Annual average index","96.95","p"
"2012","European Union - 28 countries (2013-2020)","Total","Annual average rate of change","-1.9","p"
"2012","European Union - 28 countries (2013-2020)","Purchases of new dwellings","Annual average index",":",""
"2012","European Union - 28 countries (2013-2020)","Purchases of new dwellings","Annual average rate of change",":",""
"2012","European Union - 28 countries (2013-2020)","Purchases of existing dwellings","Annual average index",":",""
"2012","European Union - 28 countries (2013-2020)","Purchases of existing dwellings","Annual average rate of change",":",""
"2012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Annual average index","100.39","p"
"2012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Annual average rate of change","-2.2","p"
"2012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of new dwellings","Annual average index",":",""
"2012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of new dwellings","Annual average rate of change",":",""
"2012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of existing dwellings","Annual average index",":",""
"2012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of existing dwellings","Annual average rate of change",":",""
"2012","Euro area - 19 countries  (from 2015)","Total","Annual average index","100.29","p"
"2012","Euro area - 19 countries  (from 2015)","Total","Annual average rate of change","-2.1","p"
"2012","Euro area - 19 countries  (from 2015)","Purchases of new dwellings","Annual average index",":",""
"2012","Euro area - 19 countries  (from 2015)","Purchases of new dwellings","Annual average rate of change",":",""
"2012","Euro area - 19 countries  (from 2015)","Purchases of existing dwellings","Annual average index",":",""
"2012","Euro area - 19 countries  (from 2015)","Purchases of existing dwellings","Annual average rate of change",":",""
"2012","Belgium","Total","Annual average index","97.75",""
"2012","Belgium","Total","Annual average rate of change","2.2",""
"2012","Belgium","Purchases of new dwellings","Annual average index","93.97",""
"2012","Belgium","Purchases of new dwellings","Annual average rate of change","1.9",""
"2012","Belgium","Purchases of existing dwellings","Annual average index","99.12",""
"2012","Belgium","Purchases of existing dwellings","Annual average rate of change","2.4",""
"2012","Bulgaria","Total","Annual average index","98.07",""
"2012","Bulgaria","Total","Annual average rate of change","-1.9",""
"2012","Bulgaria","Purchases of new dwellings","Annual average index","96.58",""
"2012","Bulgaria","Purchases of new dwellings","Annual average rate of change","-0.3",""
"2012","Bulgaria","Purchases of existing dwellings","Annual average index","99.08",""
"2012","Bulgaria","Purchases of existing dwellings","Annual average rate of change","-2.7",""
"2012","Czechia","Total","Annual average index","93.90",""
"2012","Czechia","Total","Annual average rate of change","-1.5",""
"2012","Czechia","Purchases of new dwellings","Annual average index","93.60",""
"2012","Czechia","Purchases of new dwellings","Annual average rate of change","-2.2",""
"2012","Czechia","Purchases of existing dwellings","Annual average index","93.90",""
"2012","Czechia","Purchases of existing dwellings","Annual average rate of change","-1.3",""
"2012","Denmark","Total","Annual average index","86.71",""
"2012","Denmark","Total","Annual average rate of change","-2.7",""
"2012","Denmark","Purchases of new dwellings","Annual average index","50.62",""
"2012","Denmark","Purchases of new dwellings","Annual average rate of change","11.1",""
"2012","Denmark","Purchases of existing dwellings","Annual average index","87.11",""
"2012","Denmark","Purchases of existing dwellings","Annual average rate of change","-2.9",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Annual average index","89.80",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Annual average rate of change","3.4",""
"2012","Germany (until 1990 former territory of the FRG)","Purchases of new dwellings","Annual average index","90.30",""
"2012","Germany (until 1990 former territory of the FRG)","Purchases of new dwellings","Annual average rate of change","2.8",""
"2012","Germany (until 1990 former territory of the FRG)","Purchases of existing dwellings","Annual average index","89.70",""
"2012","Germany (until 1990 former territory of the FRG)","Purchases of existing dwellings","Annual average rate of change","3.5",""
"2012","Estonia","Total","Annual average index","74.37",""
"2012","Estonia","Total","Annual average rate of change","7.3",""
"2012","Estonia","Purchases of new dwellings","Annual average index","68.65",""
"2012","Estonia","Purchases of new dwellings","Annual average rate of change","11.2",""
"2012","Estonia","Purchases of existing dwellings","Annual average index","77.13",""
"2012","Estonia","Purchases of existing dwellings","Annual average rate of change","5.7",""
"2012","Ireland","Total","Annual average index","76.04",""
"2012","Ireland","Total","Annual average rate of change","-13.5",""
"2012","Ireland","Purchases of new dwellings","Annual average index","84.16",""
"2012","Ireland","Purchases of new dwellings","Annual average rate of change","-16.5",""
"2012","Ireland","Purchases of existing dwellings","Annual average index","75.23",""
"2012","Ireland","Purchases of existing dwellings","Annual average rate of change","-13.1",""
"2012","Spain","Total","Annual average index","105.90",""
"2012","Spain","Total","Annual average rate of change","-14.8",""
"2012","Spain","Purchases of new dwellings","Annual average index","100.05",""
"2012","Spain","Purchases of new dwellings","Annual average rate of change","-14.4",""
"2012","Spain","Purchases of existing dwellings","Annual average index","108.48",""
"2012","Spain","Purchases of existing dwellings","Annual average rate of change","-14.8",""
