"TIME","GEO","CURRENCY","ESTRUCT","ECASE","Value","Flag and Footnotes"
"2010","Netherlands","Euro","Net earning","Single person without children, 125% of AW","37,428.25",""
"2010","Netherlands","Euro","Net earning","Single person without children, 167% of AW","47,027.47",""
"2010","Netherlands","Euro","Net earning","Single person with 2 children, 67% of AW","29,193.42",""
"2010","Netherlands","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","34,539.26",""
"2010","Netherlands","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","46,557.20",""
"2010","Netherlands","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","56,672.89",""
"2010","Netherlands","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","65,555.82",""
"2010","Netherlands","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","43,462.75",""
"2010","Netherlands","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","61,802.82",""
"2010","Austria","Euro","Net earning","Single person without children, 50% of AW","15,319.61",""
"2010","Austria","Euro","Net earning","Single person without children, 67% of AW","18,821.39",""
"2010","Austria","Euro","Net earning","Single person without children, 80% of AW","21,606.52",""
"2010","Austria","Euro","Net earning","Single person without children, 100% of AW","25,770.16",""
"2010","Austria","Euro","Net earning","Single person without children, 125% of AW","30,673.01",""
"2010","Austria","Euro","Net earning","Single person without children, 167% of AW","39,664.92",""
"2010","Austria","Euro","Net earning","Single person with 2 children, 67% of AW","24,622.39",""
"2010","Austria","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","31,600.70",""
"2010","Austria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","41,834.74",""
"2010","Austria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","49,773.39",""
"2010","Austria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","56,739.88",""
"2010","Austria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","36,673.20",""
"2010","Austria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","51,540.31",""
"2010","Poland","Euro","Net earning","Single person without children, 50% of AW","3,547.79",""
"2010","Poland","Euro","Net earning","Single person without children, 67% of AW","4,686.25",""
"2010","Poland","Euro","Net earning","Single person without children, 80% of AW","5,556.85",""
"2010","Poland","Euro","Net earning","Single person without children, 100% of AW","6,896.23",""
"2010","Poland","Euro","Net earning","Single person without children, 125% of AW","8,570.45",""
"2010","Poland","Euro","Net earning","Single person without children, 167% of AW","11,383.14",""
"2010","Poland","Euro","Net earning","Single person with 2 children, 67% of AW","5,028.11",""
"2010","Poland","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","7,504.64",""
"2010","Poland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","9,862.30",""
"2010","Poland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","12,139.24",""
"2010","Poland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","14,349.21",""
"2010","Poland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","9,305.54",""
"2010","Poland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","13,792.45",""
"2010","Portugal","Euro","Net earning","Single person without children, 50% of AW","7,361.19",""
"2010","Portugal","Euro","Net earning","Single person without children, 67% of AW","9,297.30",""
"2010","Portugal","Euro","Net earning","Single person without children, 80% of AW","10,721.82",""
"2010","Portugal","Euro","Net earning","Single person without children, 100% of AW","12,869.63",""
"2010","Portugal","Euro","Net earning","Single person without children, 125% of AW","15,554.40",""
"2010","Portugal","Euro","Net earning","Single person without children, 167% of AW","19,466.26",""
"2010","Portugal","Euro","Net earning","Single person with 2 children, 67% of AW","10,892.64",""
"2010","Portugal","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","15,089.27",""
"2010","Portugal","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","19,539.89",""
"2010","Portugal","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","23,072.36",""
"2010","Portugal","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","26,616.25",""
"2010","Portugal","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","18,469.85",""
"2010","Portugal","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","25,739.27",""
"2010","Romania","Euro","Net earning","Single person without children, 50% of AW","2,019.23",""
"2010","Romania","Euro","Net earning","Single person without children, 67% of AW","2,653.35",""
"2010","Romania","Euro","Net earning","Single person without children, 80% of AW","3,135.05",""
"2010","Romania","Euro","Net earning","Single person without children, 100% of AW","3,874.37",""
"2010","Romania","Euro","Net earning","Single person without children, 125% of AW","4,799.67",""
"2010","Romania","Euro","Net earning","Single person without children, 167% of AW","6,363.63",""
"2010","Romania","Euro","Net earning","Single person with 2 children, 67% of AW","3,198.06",""
"2010","Romania","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","4,362.10",""
"2010","Romania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","5,576.28",""
"2010","Romania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","6,844.52",""
"2010","Romania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","8,038.19",""
"2010","Romania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","5,245.81",""
"2010","Romania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","7,748.75",""
"2010","Slovenia","Euro","Net earning","Single person without children, 50% of AW","6,513.36",""
"2010","Slovenia","Euro","Net earning","Single person without children, 67% of AW","8,079.40",""
"2010","Slovenia","Euro","Net earning","Single person without children, 80% of AW","9,350.68",""
"2010","Slovenia","Euro","Net earning","Single person without children, 100% of AW","11,284.13",""
"2010","Slovenia","Euro","Net earning","Single person without children, 125% of AW","13,688.85",""
"2010","Slovenia","Euro","Net earning","Single person without children, 167% of AW","17,190.24",""
"2010","Slovenia","Euro","Net earning","Single person with 2 children, 67% of AW","11,528.36",""
"2010","Slovenia","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","15,148.82",""
"2010","Slovenia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","18,176.91",""
"2010","Slovenia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","21,649.44",""
"2010","Slovenia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","24,429.97",""
"2010","Slovenia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","15,632.40",""
"2010","Slovenia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","22,568.26",""
"2010","Slovakia","Euro","Net earning","Single person without children, 50% of AW","4,035.36",""
"2010","Slovakia","Euro","Net earning","Single person without children, 67% of AW","5,147.33",""
"2010","Slovakia","Euro","Net earning","Single person without children, 80% of AW","5,997.65",""
"2010","Slovakia","Euro","Net earning","Single person without children, 100% of AW","7,305.84",""
"2010","Slovakia","Euro","Net earning","Single person without children, 125% of AW","8,941.08",""
"2010","Slovakia","Euro","Net earning","Single person without children, 167% of AW","11,715.10",""
"2010","Slovakia","Euro","Net earning","Single person with 2 children, 67% of AW","6,155.33",""
"2010","Slovakia","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","9,078.73",""
"2010","Slovakia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","11,394.28",""
"2010","Slovakia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","13,461.17",""
"2010","Slovakia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","15,619.69",""
"2010","Slovakia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","10,386.28",""
"2010","Slovakia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","14,611.69",""
"2010","Finland","Euro","Net earning","Single person without children, 50% of AW","16,030.57",""
"2010","Finland","Euro","Net earning","Single person without children, 67% of AW","20,396.05",""
"2010","Finland","Euro","Net earning","Single person without children, 80% of AW","23,341.45",""
